ScopePrefix,UnitName,FileName,ParentDirectory
Winapi,DirectMusic,Winapi.DirectMusic.pas,...\rtl\win\
Winapi,DirectPlay8,Winapi.DirectPlay8.pas,...\rtl\win\
Winapi,DirectShow9,Winapi.DirectShow9.pas,...\rtl\win\
Winapi,DirectSound,Winapi.DirectSound.pas,...\rtl\win\
Winapi,Dlgs,Winapi.Dlgs.pas,...\rtl\win\
Winapi,DwmApi,Winapi.DwmApi.pas,...\rtl\win\
Winapi,DX7toDX8,Winapi.DX7toDX8.pas,...\rtl\win\
Winapi,DxDiag,Winapi.DxDiag.pas,...\rtl\win\
Winapi,DXFile,Winapi.DXFile.pas,...\rtl\win\
Winapi,DXGI,Winapi.DXGI.pas,...\rtl\win\
Winapi,DxgiFormat,Winapi.DxgiFormat.pas,...\rtl\win\
Winapi,DxgiType,Winapi.DxgiType.pas,...\rtl\win\
Winapi,DXTypes,Winapi.DXTypes.pas,...\rtl\win\
Winapi,FlatSB,Winapi.FlatSB.pas,...\rtl\win\
Winapi,GDIPAPI,Winapi.GDIPAPI.pas,...\rtl\win\
Winapi,GDIPOBJ,Winapi.GDIPOBJ.pas,...\rtl\win\
Winapi,GDIPUTIL,Winapi.GDIPUTIL.pas,...\rtl\win\
Winapi,ImageHlp,Winapi.ImageHlp.pas,...\rtl\win\
Winapi,Imm,Winapi.Imm.pas,...\rtl\win\
Winapi,IpExport,Winapi.IpExport.pas,...\rtl\win\
Winapi,IpHlpApi,Winapi.IpHlpApi.pas,...\rtl\win\
Winapi,IpRtrMib,Winapi.IpRtrMib.pas,...\rtl\win\
Winapi,IpTypes,Winapi.IpTypes.pas,...\rtl\win\
Winapi,Isapi,Winapi.Isapi.pas,...\rtl\win\
Winapi,Isapi2,Winapi.Isapi2.pas,...\rtl\win\
Winapi,KnownFolders,Winapi.KnownFolders.pas,...\rtl\win\
Winapi,LZExpand,Winapi.LZExpand.pas,...\rtl\win\
Winapi,Manipulations,Winapi.Manipulations.pas,...\rtl\win\
Winapi,Mapi,Winapi.Mapi.pas,...\rtl\win\
Winapi,Messages,Winapi.Messages.pas,...\rtl\win\
Winapi,MMSystem,Winapi.MMSystem.pas,...\rtl\win\
Winapi,MsInkAut,Winapi.MsInkAut.pas,...\rtl\win\
Winapi,MsInkAut15,Winapi.MsInkAut15.pas,...\rtl\win\
Winapi,msxml,Winapi.msxml.pas,...\rtl\win\
Winapi,Mtx,Winapi.Mtx.pas,...\rtl\win\
Winapi,MultiMon,Winapi.MultiMon.pas,...\rtl\win\
Winapi,Nb30,Winapi.Nb30.pas,...\rtl\win\
Winapi,ObjectArray,Winapi.ObjectArray.pas,...\rtl\win\
Winapi,Ole2,Winapi.Ole2.pas,...\rtl\win\
Winapi,oleacc,Winapi.oleacc.pas,...\rtl\win\
Winapi,OleCtl,Winapi.OleCtl.pas,...\rtl\win\
Winapi,OleDB,Winapi.OleDB.pas,...\rtl\win\
Winapi,OleDlg,Winapi.OleDlg.pas,...\rtl\win\
Winapi,OpenGL,Winapi.OpenGL.pas,...\rtl\win\
Winapi,Penwin,Winapi.Penwin.pas,...\rtl\win\
Winapi,PropKey,Winapi.PropKey.pas,...\rtl\win\
Winapi,PropSys,Winapi.PropSys.pas,...\rtl\win\
Winapi,PsAPI,Winapi.PsAPI.pas,...\rtl\win\
Winapi,Qos,Winapi.Qos.pas,...\rtl\win\
Winapi,RegStr,Winapi.RegStr.pas,...\rtl\win\
Winapi,RichEdit,Winapi.RichEdit.pas,...\rtl\win\
Winapi,RtsCom,Winapi.RtsCom.pas,...\rtl\win\
Winapi,ShellAPI,Winapi.ShellAPI.pas,...\rtl\win\
Winapi,SHFolder,Winapi.SHFolder.pas,...\rtl\win\
Winapi,ShlObj,Winapi.ShlObj.pas,...\rtl\win\
Winapi,ShLwApi,Winapi.ShLwApi.pas,...\rtl\win\
Winapi,StructuredQuery,Winapi.StructuredQuery.pas,...\rtl\win\
Winapi,StructuredQueryCondition,Winapi.StructuredQueryCondition.pas,...\rtl\win\
Winapi,TlHelp32,Winapi.TlHelp32.pas,...\rtl\win\
Winapi,TpcShrd,Winapi.TpcShrd.pas,...\rtl\win\
Winapi,UrlMon,Winapi.UrlMon.pas,...\rtl\win\
Winapi,UxTheme,Winapi.UxTheme.pas,...\rtl\win\
Winapi,Wincodec,Winapi.Wincodec.pas,...\rtl\win\
Winapi,Windows,Winapi.Windows.pas,...\rtl\win\
Winapi,WinInet,Winapi.WinInet.pas,...\rtl\win\
Winapi,Winsafer,Winapi.Winsafer.pas,...\rtl\win\
Winapi,WinSock,Winapi.WinSock.pas,...\rtl\win\
Winapi,Winsock2,Winapi.Winsock2.pas,...\rtl\win\
Winapi,WinSpool,Winapi.WinSpool.pas,...\rtl\win\
Winapi,WinSvc,Winapi.WinSvc.pas,...\rtl\win\
Winapi,WMF9,Winapi.WMF9.pas,...\rtl\win\
Soap,EncdDecd,Soap.EncdDecd.pas,...\soap\
Soap,HTTPSOAPToPasBind,Soap.HTTPSOAPToPasBind.pas,...\soap\
Soap,HTTPUtil,Soap.HTTPUtil.pas,...\soap\
Soap,inquire_v1,Soap.inquire_v1.pas,...\soap\
Soap,IntfInfo,Soap.IntfInfo.pas,...\soap\
Soap,InvConst,Soap.InvConst.pas,...\soap\
Soap,Invoker,Soap.Invoker.pas,...\soap\
Soap,InvokeRegistry,Soap.InvokeRegistry.pas,...\soap\
Soap,OPConvert,Soap.OPConvert.pas,...\soap\
Soap,OpConvertOptions,Soap.OpConvertOptions.pas,...\soap\
Soap,OPToSOAPDomConv,Soap.OPToSOAPDomConv.pas,...\soap\
Soap,OPToSOAPDomCustom,Soap.OPToSOAPDomCustom.pas,...\soap\
Soap,Rio,Soap.Rio.pas,...\soap\
Soap,SOAPAttach,Soap.SOAPAttach.pas,...\soap\
Soap,SOAPAttachIntf,Soap.SOAPAttachIntf.pas,...\soap\
Soap,SOAPConn,Soap.SOAPConn.pas,...\soap\
Soap,SOAPConst,Soap.SOAPConst.pas,...\soap\
Soap,SOAPDm,Soap.SOAPDm.pas,...\soap\
Soap,SOAPDomConv,Soap.SOAPDomConv.pas,...\soap\
Soap,SOAPEnv,Soap.SOAPEnv.pas,...\soap\
Soap,SOAPHTTPClient,Soap.SOAPHTTPClient.pas,...\soap\
Soap,SOAPHTTPDisp,Soap.SOAPHTTPDisp.pas,...\soap\
Soap,SOAPHTTPPasInv,Soap.SOAPHTTPPasInv.pas,...\soap\
Soap,SOAPHTTPTrans,Soap.SOAPHTTPTrans.pas,...\soap\
Soap,SOAPLinked,Soap.SOAPLinked.pas,...\soap\
Soap,SOAPMidas,Soap.SOAPMidas.pas,...\soap\
Soap,SOAPPasInv,Soap.SOAPPasInv.pas,...\soap\
Soap,TypeTrans,Soap.TypeTrans.pas,...\soap\
Soap,UDDIHelper,Soap.UDDIHelper.pas,...\soap\
Soap,WebBrokerSOAP,Soap.WebBrokerSOAP.pas,...\soap\
Soap,WebNode,Soap.WebNode.pas,...\soap\
Soap,WebServExp,Soap.WebServExp.pas,...\soap\
Soap.Win,CertHelper,Soap.Win.CertHelper.pas,...\soap\
Soap,WSDLBind,Soap.WSDLBind.pas,...\soap\
Soap,WSDLIntf,Soap.WSDLIntf.pas,...\soap\
Soap,WSDLItems,Soap.WSDLItems.pas,...\soap\
Soap,WSDLLookup,Soap.WSDLLookup.pas,...\soap\
Soap,WSDLNode,Soap.WSDLNode.pas,...\soap\
Soap,WSDLPub,Soap.WSDLPub.pas,...\soap\
Soap,WSDLSOAP,Soap.WSDLSOAP.pas,...\soap\
Soap,WSILIntf,Soap.WSILIntf.pas,...\soap\
Soap,XSBuiltIns,Soap.XSBuiltIns.pas,...\soap\
,MessageDigest_5,MessageDigest_5.pas,...\soap\wsdlimporter\
,UDDIHlprDesign,UDDIHlprDesign.pas,...\soap\wsdlimporter\
,WSDLCppWriter,WSDLCppWriter.pas,...\soap\wsdlimporter\
,WSDLImpConst,WSDLImpConst.pas,...\soap\wsdlimporter\
,WSDLImpWriter,WSDLImpWriter.pas,...\soap\wsdlimporter\
,WSDLModelIntf,WSDLModelIntf.pas,...\soap\wsdlimporter\
,WSDLPasWriter,WSDLPasWriter.pas,...\soap\wsdlimporter\
,XMLSchemaHelper,XMLSchemaHelper.pas,...\soap\wsdlimporter\
,BCCStrs,BCCStrs.pas,...\ToolsAPI\
,BRCCStrs,BRCCStrs.pas,...\ToolsAPI\
,CodeTemplateAPI,CodeTemplateAPI.pas,...\ToolsAPI\
,CommonOptionStrs,CommonOptionStrs.pas,...\ToolsAPI\
,CPPCOMMONStrs,CPPCOMMONStrs.pas,...\ToolsAPI\
,DCCStrs,DCCStrs.pas,...\ToolsAPI\
,DeploymentAPI,DeploymentAPI.pas,...\ToolsAPI\
,DesignConst,DesignConst.pas,...\ToolsAPI\
,DesignEditors,DesignEditors.pas,...\ToolsAPI\
,DesignerTypes,DesignerTypes.pas,...\ToolsAPI\
,DesignIntf,DesignIntf.pas,...\ToolsAPI\
,DesignMenus,DesignMenus.pas,...\ToolsAPI\
,DesignWindows,DesignWindows.pas,...\ToolsAPI\
,EditIntf,EditIntf.pas,...\ToolsAPI\
,ExptIntf,ExptIntf.pas,...\ToolsAPI\
,FileHistoryAPI,FileHistoryAPI.pas,...\ToolsAPI\
,FileIntf,FileIntf.pas,...\ToolsAPI\
,ILinkStrs,ILinkStrs.pas,...\ToolsAPI\
,IStreams,IStreams.pas,...\ToolsAPI\
,PaletteAPI,PaletteAPI.pas,...\ToolsAPI\
,PlatformAPI,PlatformAPI.pas,...\ToolsAPI\
,PropertyCategories,PropertyCategories.pas,...\ToolsAPI\
,PropInspAPI,PropInspAPI.pas,...\ToolsAPI\
,StructureViewAPI,StructureViewAPI.pas,...\ToolsAPI\
,TasmStrs,TasmStrs.pas,...\ToolsAPI\
,TlibStrs,TlibStrs.pas,...\ToolsAPI\
,ToolIntf,ToolIntf.pas,...\ToolsAPI\
,ToolsAPI,ToolsAPI.pas,...\ToolsAPI\
,ToolWnds,ToolWnds.pas,...\ToolsAPI\
,TreeIntf,TreeIntf.pas,...\ToolsAPI\
,VCLEditors,VCLEditors.pas,...\ToolsAPI\
,VCLSprigs,VCLSprigs.pas,...\ToolsAPI\
,VirtIntf,VirtIntf.pas,...\ToolsAPI\
,colorpp,colorpp.pas,...\vcl\
,CtlConsts,CtlConsts.pas,...\vcl\
,CtlPanel,CtlPanel.pas,...\vcl\
,fontpp,fontpp.pas,...\vcl\
,picpp,picpp.pas,...\vcl\
,StdMain,StdMain.pas,...\vcl\
,stringpp,stringpp.pas,...\vcl\
Vcl,ABAccessibility,Vcl.ABAccessibility.pas,...\vcl\
Vcl,ActnColorMaps,Vcl.ActnColorMaps.pas,...\vcl\
Vcl,ActnCtrls,Vcl.ActnCtrls.pas,...\vcl\
Vcl,ActnList,Vcl.ActnList.pas,...\vcl\
Vcl,ActnMan,Vcl.ActnMan.pas,...\vcl\
Vcl,ActnMenus,Vcl.ActnMenus.pas,...\vcl\
Vcl,ActnPopup,Vcl.ActnPopup.pas,...\vcl\
Vcl,AppEvnts,Vcl.AppEvnts.pas,...\vcl\
Vcl,AxCtrls,Vcl.AxCtrls.pas,...\vcl\
Vcl,BandActn,Vcl.BandActn.pas,...\vcl\
Vcl,ButtonGroup,Vcl.ButtonGroup.pas,...\vcl\
Vcl,Buttons,Vcl.Buttons.pas,...\vcl\
Vcl,CaptionedDockTree,Vcl.CaptionedDockTree.pas,...\vcl\
Vcl,CategoryButtons,Vcl.CategoryButtons.pas,...\vcl\
Vcl,CheckLst,Vcl.CheckLst.pas,...\vcl\
Vcl,Clipbrd,Vcl.Clipbrd.pas,...\vcl\
Vcl,CmAdmCtl,Vcl.CmAdmCtl.pas,...\vcl\
Vcl,ColorGrd,Vcl.ColorGrd.pas,...\vcl\
Vcl,ComCtrls,Vcl.ComCtrls.pas,...\vcl\
Vcl,ComStrs,Vcl.ComStrs.pas,...\vcl\
Vcl,Consts,Vcl.Consts.pas,...\vcl\
Vcl,Controls,Vcl.Controls.pas,...\vcl\
Vcl,CustomizeDlg,Vcl.CustomizeDlg.pas,...\vcl\
Vcl,DdeMan,Vcl.DdeMan.pas,...\vcl\
Vcl,Dialogs,Vcl.Dialogs.pas,...\vcl\
Vcl,Direct2D,Vcl.Direct2D.pas,...\vcl\
Vcl,DockTabSet,Vcl.DockTabSet.pas,...\vcl\
Vcl,ExtActns,Vcl.ExtActns.pas,...\vcl\
Vcl,ExtCtrls,Vcl.ExtCtrls.pas,...\vcl\
Vcl,ExtDlgs,Vcl.ExtDlgs.pas,...\vcl\
Vcl,FileCtrl,Vcl.FileCtrl.pas,...\vcl\
Vcl,Forms,Vcl.Forms.pas,...\vcl\
Vcl,Graphics,Vcl.Graphics.pas,...\vcl\
Vcl,GraphUtil,Vcl.GraphUtil.pas,...\vcl\
Vcl,Grids,Vcl.Grids.pas,...\vcl\
Vcl,HtmlHelpViewer,Vcl.HtmlHelpViewer.pas,...\vcl\
Vcl.Imaging,GIFConsts,Vcl.Imaging.GIFConsts.pas,...\vcl\
Vcl.Imaging,GIFImg,Vcl.Imaging.GIFImg.pas,...\vcl\
Vcl.Imaging,JConsts,Vcl.Imaging.JConsts.pas,...\vcl\
Vcl.Imaging,jpeg,Vcl.Imaging.jpeg.pas,...\vcl\
Vcl.Imaging,pngimage,Vcl.Imaging.pngimage.pas,...\vcl\
Vcl.Imaging,pnglang,Vcl.Imaging.pnglang.pas,...\vcl\
Vcl,ImgList,Vcl.ImgList.pas,...\vcl\
Vcl,IMouse,Vcl.IMouse.pas,...\vcl\
Vcl,ListActns,Vcl.ListActns.pas,...\vcl\
Vcl,Mask,Vcl.Mask.pas,...\vcl\
Vcl,Menus,Vcl.Menus.pas,...\vcl\
Vcl,MPlayer,Vcl.MPlayer.pas,...\vcl\
Vcl,OleConst,Vcl.OleConst.pas,...\vcl\
Vcl,OleCtnrs,Vcl.OleCtnrs.pas,...\vcl\
Vcl,OleCtrls,Vcl.OleCtrls.pas,...\vcl\
Vcl,OleServer,Vcl.OleServer.pas,...\vcl\
Vcl,Outline,Vcl.Outline.pas,...\vcl\
Vcl,PlatformDefaultStyleActnCtrls,Vcl.PlatformDefaultStyleActnCtrls.pas,...\vcl\
Vcl,Printers,Vcl.Printers.pas,...\vcl\
Vcl,Ribbon,Vcl.Ribbon.pas,...\vcl\
Vcl,RibbonActnCtrls,Vcl.RibbonActnCtrls.pas,...\vcl\
Vcl,RibbonActnMenus,Vcl.RibbonActnMenus.pas,...\vcl\
Vcl,RibbonConsts,Vcl.RibbonConsts.pas,...\vcl\
Vcl,RibbonGalleryBar,Vcl.RibbonGalleryBar.pas,...\vcl\
Vcl,RibbonLunaStyleActnCtrls,Vcl.RibbonLunaStyleActnCtrls.pas,...\vcl\
Vcl,RibbonObsidianStyleActnCtrls,Vcl.RibbonObsidianStyleActnCtrls.pas,...\vcl\
Vcl,RibbonSilverStyleActnCtrls,Vcl.RibbonSilverStyleActnCtrls.pas,...\vcl\
Vcl,RibbonStyleActnCtrls,Vcl.RibbonStyleActnCtrls.pas,...\vcl\
Vcl.Samples,Calendar,Vcl.Samples.Calendar.pas,...\vcl\
Vcl.Samples,DirOutln,Vcl.Samples.DirOutln.pas,...\vcl\
Vcl.Samples,Gauges,Vcl.Samples.Gauges.pas,...\vcl\
Vcl.Samples,Spin,Vcl.Samples.Spin.pas,...\vcl\
Vcl,ScreenTips,Vcl.ScreenTips.pas,...\vcl\
Vcl,ShadowWnd,Vcl.ShadowWnd.pas,...\vcl\
Vcl.Shell,ShellConsts,Vcl.Shell.ShellConsts.pas,...\vcl\
Vcl.Shell,ShellCtrls,Vcl.Shell.ShellCtrls.pas,...\vcl\
Vcl,ShellAnimations,Vcl.ShellAnimations.pas,...\vcl\
Vcl,StdActnMenus,Vcl.StdActnMenus.pas,...\vcl\
Vcl,StdActns,Vcl.StdActns.pas,...\vcl\
Vcl,StdCtrls,Vcl.StdCtrls.pas,...\vcl\
Vcl,StdStyleActnCtrls,Vcl.StdStyleActnCtrls.pas,...\vcl\
Vcl,Styles,Vcl.Styles.pas,...\vcl\
Vcl,SvcMgr,Vcl.SvcMgr.pas,...\vcl\
Vcl,TabNotBk,Vcl.TabNotBk.pas,...\vcl\
Vcl,Tabs,Vcl.Tabs.pas,...\vcl\
Vcl,ThemedActnCtrls,Vcl.ThemedActnCtrls.pas,...\vcl\
Vcl,Themes,Vcl.Themes.pas,...\vcl\
Vcl,ToolWin,Vcl.ToolWin.pas,...\vcl\
Vcl.Touch,GestureConsts,Vcl.Touch.GestureConsts.pas,...\vcl\
Vcl.Touch,GestureCtrls,Vcl.Touch.GestureCtrls.pas,...\vcl\
Vcl.Touch,GestureMgr,Vcl.Touch.GestureMgr.pas,...\vcl\
Vcl.Touch,Gestures,Vcl.Touch.Gestures.pas,...\vcl\
Vcl.Touch,Keyboard,Vcl.Touch.Keyboard.pas,...\vcl\
Vcl.Touch,KeyboardTypes,Vcl.Touch.KeyboardTypes.pas,...\vcl\
Vcl,ValEdit,Vcl.ValEdit.pas,...\vcl\
Vcl,WinHelpViewer,Vcl.WinHelpViewer.pas,...\vcl\
Vcl,XPActnCtrls,Vcl.XPActnCtrls.pas,...\vcl\
Vcl,XPMan,Vcl.XPMan.pas,...\vcl\
Vcl,XPStyleActnCtrls,Vcl.XPStyleActnCtrls.pas,...\vcl\
,vclhlpr,vclhlpr.pas,...\vcl\
,DateTimeVisualizer,DateTimeVisualizer.pas,...\Visualizers\
,StdStringVisualizer,StdStringVisualizer.pas,...\Visualizers\
,StringListVisualizer,StringListVisualizer.pas,...\Visualizers\
Xml,adomxmldom,Xml.adomxmldom.pas,...\xml\
Xml,DTDSchema,Xml.DTDSchema.pas,...\xml\
Xml.Internal,AbnfUtils,Xml.Internal.AbnfUtils.pas,...\xml\
Xml.Internal,AdomCore_4_3,Xml.Internal.AdomCore_4_3.pas,...\xml\
Xml.Internal,CodecUtilsWin32,Xml.Internal.CodecUtilsWin32.pas,...\xml\
Xml.Internal,EncodingUtils,Xml.Internal.EncodingUtils.pas,...\xml\
Xml.Internal,LangUtils,Xml.Internal.LangUtils.pas,...\xml\
Xml.Internal,ParserUtilsWin32,Xml.Internal.ParserUtilsWin32.pas,...\xml\
Xml.Internal,TreeUtils,Xml.Internal.TreeUtils.pas,...\xml\
Xml.Internal,UriUtils,Xml.Internal.UriUtils.pas,...\xml\
Xml.Internal,WideStringUtils,Xml.Internal.WideStringUtils.pas,...\xml\
Xml.Internal,XmlRulesUtils,Xml.Internal.XmlRulesUtils.pas,...\xml\
Xml.Win,msxmldom,Xml.Win.msxmldom.pas,...\xml\
Xml,XDRSchema,Xml.XDRSchema.pas,...\xml\
Xml,XMLConst,Xml.XMLConst.pas,...\xml\
Xml,XMLDataToSchema,Xml.XMLDataToSchema.pas,...\xml\
Xml,XMLDoc,Xml.XMLDoc.pas,...\xml\
Xml,xmldom,Xml.xmldom.pas,...\xml\
Xml,XMLIniFile,Xml.XMLIniFile.pas,...\xml\
Xml,XMLIntf,Xml.XMLIntf.pas,...\xml\
Xml,XMLSchema,Xml.XMLSchema.pas,...\xml\
Xml,XMLSchema99,Xml.XMLSchema99.pas,...\xml\
Xml,XMLSchemaTags,Xml.XMLSchemaTags.pas,...\xml\
,Mxarrays,Mxarrays.pas,...\xtab\
,MXBUTTON,MXBUTTON.pas,...\xtab\
,MXCOMMON,MXCOMMON.pas,...\xtab\
,Mxconsts,Mxconsts.pas,...\xtab\
,MXDB,MXDB.pas,...\xtab\
,MXDCONST,MXDCONST.pas,...\xtab\
,MXDCUBE,MXDCUBE.pas,...\xtab\
,MXDIMEDT,MXDIMEDT.pas,...\xtab\
,MXDSQL,MXDSQL.pas,...\xtab\
,MXDSSQRY,MXDSSQRY.pas,...\xtab\
,MXGRAPH,MXGRAPH.pas,...\xtab\
,MXGRID,MXGRID.pas,...\xtab\
,MXPBAR,MXPBAR.pas,...\xtab\
,MXPIVSRC,MXPIVSRC.pas,...\xtab\
,MXQEDCOM,MXQEDCOM.pas,...\xtab\
,MXQPARSE,MXQPARSE.pas,...\xtab\
,MXREG,MXREG.pas,...\xtab\
,Mxstore,Mxstore.pas,...\xtab\
,MXTABLES,MXTABLES.pas,...\xtab\
